employee_id,query_id,query_starttime,execution_time
183,169911,03/21/2023 21:29:47,545
183,882013,02-01-2023 16:49,532
183,377658,01-09-2023 04:45,1296
184,648495,03-02-2023 08:09,2405
184,947215,08/26/2023 14:31:31,1468
184,542029,06-05-2023 19:26,618
184,569621,05/14/2023 20:53:30,502
184,43613,11/17/2023 03:36:44,2633
184,731433,05/28/2023 23:11:28,2794
186,804647,08-05-2023 06:43,1362
186,10812,02/24/2023 07:35:38,2151
186,590747,09/20/2023 11:22:04,2730
186,56219,08/21/2023 08:53:37,1728
186,55669,07/19/2023 13:00:31,1089
187,473542,06/25/2023 02:10:21,2714
187,651961,09-01-2023 02:08,2831
188,698944,05/28/2023 16:15:54,1529
188,376449,05-01-2023 20:40,3323
188,345992,04-04-2023 19:53,849
188,910626,06/29/2023 20:48:33,1469
188,351605,12/18/2023 14:43:21,3069
189,816065,08/28/2023 19:37:29,51
189,596238,12-09-2023 08:51,2732
189,701846,03/19/2023 16:33:10,2567
189,469445,11/18/2023 00:36:08,2067
189,680055,12-05-2023 01:20,1949
189,95979,01-06-2023 06:12,3504
189,807836,03-01-2023 10:40,1820
190,744373,01/18/2023 12:16:56,2183
190,61850,10/14/2023 05:58:07,3359
190,82694,11/13/2023 15:55:29,2523
190,562936,11/22/2023 08:01:29,1552
190,342757,09/28/2023 04:21:24,2515
190,361231,10-03-2023 01:15,2133
191,848564,07-08-2023 15:56,1954
191,94218,04/21/2023 02:40:38,649
191,860067,03-04-2023 02:04,553
191,569605,06/14/2023 10:05:27,1796
191,291114,02/25/2023 13:51:57,2432
191,191986,09/20/2023 16:30:41,3074
192,978378,05-04-2023 14:21,3495
192,187261,08/31/2023 12:45:37,893
192,458783,01/30/2023 06:31:45,3231
192,12923,03/15/2023 01:01:40,1
192,607799,08-04-2023 13:08,3246
192,803428,04/23/2023 07:15:54,878
193,314009,03/21/2023 15:37:55,832
193,242294,09/16/2023 07:06:28,3501
193,702157,10/25/2023 19:28:53,3358
194,366644,08/27/2023 20:18:43,731
194,257456,05-08-2023 09:00,1708
194,273661,08-02-2023 18:58,1738
194,367482,09-04-2023 07:19,2307
194,871490,11/21/2023 05:21:35,3013
194,146369,01/26/2023 14:10:56,496
195,293247,12-12-2023 12:18,20
195,699001,03/21/2023 20:02:01,682
195,117084,04/13/2023 09:18:13,1017
195,754042,04/19/2023 14:37:53,2882
195,303618,01/19/2023 00:38:07,3137
196,501673,03-11-2023 05:25,1882
196,69366,02/27/2023 06:35:23,3015
196,857622,10-04-2023 22:30,413
196,907947,03-10-2023 06:15,506
197,83503,12-07-2023 15:27,1497
197,315519,06/13/2023 12:39:03,3416
197,199482,06/26/2023 01:29:26,1120
198,751283,06/21/2023 20:46:26,2512
198,939064,02-07-2023 16:55,693
198,488316,12/14/2023 09:24:09,2133
198,918060,11-12-2023 23:59,78
198,175823,12-06-2023 03:53,634
198,716325,11/21/2023 15:38:58,1990
198,366841,04/14/2023 02:57:44,1715
199,431968,09/19/2023 01:12:27,1497
199,210533,05/18/2023 20:39:18,1277
199,410976,10/13/2023 04:35:07,1915
199,397640,05-03-2023 00:21,1268
199,668137,04/29/2023 08:38:55,1388
199,476299,05-08-2023 23:33,3153
199,399175,04-12-2023 14:22,2244
199,100692,03/14/2023 12:26:34,1136
201,168410,03-11-2023 07:49,1861
201,419824,03/25/2023 18:50:58,2359
201,140633,06-03-2023 05:49,2794
201,435964,08-09-2023 01:03,927
201,874567,08/27/2023 01:43:08,2551
201,408362,11/15/2023 14:42:45,3427
201,91915,06-05-2023 15:21,747
202,840264,08-04-2023 09:37,2599
202,761566,06/24/2023 14:12:04,295
202,856767,05-11-2023 02:14,864
203,726915,11/23/2023 06:37:30,2413
203,178533,07-03-2023 09:38,434
203,766607,12-03-2023 04:34,2506
203,177256,06/27/2023 17:52:17,1693
203,883831,04/27/2023 19:12:34,358
204,308254,11/13/2023 22:26:06,1820
204,610411,05-08-2023 18:32,2757
205,381490,12-08-2023 17:33,2469
205,800351,06-03-2023 07:35,2133
205,665931,12-09-2023 11:56,787
205,998712,09-05-2023 23:19,1343
206,466217,05/20/2023 11:11:12,2932
206,492516,12/15/2023 19:01:43,1834
206,550721,04-11-2023 03:26,766
206,648721,10-05-2023 21:27,2509
206,322502,12-12-2023 22:04,1304
207,537990,11/30/2023 10:20:49,1481
207,401683,12/23/2023 14:57:48,2282
207,249819,06/30/2023 14:52:33,101
208,66237,11/27/2023 12:59:17,1533
208,599549,05-07-2023 10:09,2242
209,741892,08-10-2023 20:39,1983
209,947568,08/25/2023 06:06:37,3403
209,143161,01-09-2023 20:57,2465
210,388586,04/22/2023 01:54:53,442
210,11836,09/18/2023 11:05:27,1167
210,373740,03/24/2023 16:20:01,157
211,862767,01/19/2023 06:03:40,3269
211,476758,05-11-2023 10:38,597
211,776354,02/15/2023 05:02:52,2876
211,209248,11-07-2023 12:56,852
211,406555,05/23/2023 15:38:56,3299
211,584157,05/16/2023 06:45:54,2887
211,902327,04-06-2023 16:10,2869
211,15087,10-08-2023 04:40,2585
211,879846,09/15/2023 06:51:34,710
211,547536,03-08-2023 20:04,2471
212,366867,04-06-2023 20:43,2886
212,730959,01/15/2023 22:47:36,810
212,801067,09/28/2023 04:38:35,3213
212,177662,05/16/2023 12:45:15,281
212,788743,02-12-2023 09:42,1028
212,405148,12/19/2023 08:04:11,3076
212,553127,11/22/2023 21:23:54,798
213,132097,05/19/2023 22:55:22,1332
213,254437,05-03-2023 20:11,443
213,128243,06/23/2023 05:00:12,520
213,88532,01/18/2023 22:23:23,2398
213,507983,01/24/2023 00:44:40,1838
213,247257,05-07-2023 02:46,2063
214,993965,10/25/2023 18:56:15,2654
214,312527,01/30/2023 12:40:25,1015
214,81226,12/29/2023 09:31:31,228
214,99194,09/16/2023 03:01:04,1342
215,945219,10/16/2023 23:52:06,1121
215,94622,06/19/2023 13:50:21,1452
215,410776,03-06-2023 12:07,2143
215,151377,12-12-2023 03:03,1282
215,163290,11/26/2023 08:21:05,1050
215,370711,10/25/2023 14:59:46,1972
216,431351,10/24/2023 20:32:30,3240
216,682478,07/29/2023 17:46:17,3394
217,537151,04/30/2023 12:46:51,2582
218,46892,08-05-2023 12:09,895
218,910534,02-09-2023 09:30,1952
218,858662,04/15/2023 00:22:39,983
218,34873,10/16/2023 14:44:31,326
218,300004,06/23/2023 10:34:36,2395
218,415433,05-05-2023 14:52,2256
218,378880,09-03-2023 00:02,1881
220,470832,04/17/2023 05:47:28,2813
220,599784,01-02-2023 09:15,3274
220,978363,04/21/2023 16:55:36,1816
220,979979,06-05-2023 01:47,1342
221,79096,06-07-2023 00:49,2529
221,650515,02-10-2023 03:50,3514
221,33683,07-01-2023 04:34,91
221,304919,07/27/2023 13:45:37,687
221,32994,05/30/2023 10:34:44,192
221,364198,11/26/2023 14:37:26,1949
221,531670,07/24/2023 07:44:45,1746
221,9015,04-11-2023 12:22,17
221,554307,06/28/2023 00:30:16,378
222,196088,06/30/2023 06:54:00,940
223,651691,10/31/2023 10:15:41,2700
223,412889,05-08-2023 16:55,3265
224,856086,04/30/2023 04:12:30,2942
224,39395,09-02-2023 01:17,2665
224,730822,02/24/2023 01:48:47,2915
224,540680,07/30/2023 02:34:55,3005
225,753791,02/13/2023 07:43:42,2294
225,51954,04/26/2023 11:16:37,2017
225,311695,11/13/2023 09:38:35,2130
225,266129,04/23/2023 13:30:14,13
225,728697,04/26/2023 22:55:02,3113
226,976902,06/19/2023 01:33:04,2715
226,778748,04-06-2023 12:12,2495
226,908127,12/24/2023 12:49:35,1789
226,573462,07/30/2023 11:02:36,1628
226,856987,07-01-2023 01:04,2698
227,830841,10/26/2023 10:06:04,1244
227,67295,08/30/2023 16:19:44,3240
227,517504,09/23/2023 20:28:42,2873
227,447421,09-06-2023 12:56,1722
227,575647,11/26/2023 22:08:22,3420
228,663776,03/25/2023 16:01:44,3223
228,498063,10-06-2023 04:18,3158
228,80026,01/17/2023 15:48:19,1335
228,737982,04-02-2023 13:11,1973
229,581476,06-02-2023 00:25,888
229,206785,11/28/2023 08:49:10,648
229,456435,07/29/2023 01:54:58,557
229,319646,10-09-2023 17:54,1187
230,958664,04/17/2023 04:02:22,1643
230,790159,02/24/2023 14:49:19,1884
230,156555,02-03-2023 04:30,3273
230,509202,02-06-2023 12:50,3518
230,835774,06-02-2023 17:03,1854
230,439307,08/25/2023 21:35:40,3552
230,461854,01/29/2023 18:32:19,2693
230,482261,12/24/2023 10:33:50,1586
232,590434,06/24/2023 21:53:46,1057
232,257478,01/23/2023 12:42:01,2734
232,243031,01/18/2023 14:52:14,2394
232,908502,10-02-2023 11:11,1946
232,200687,10/21/2023 10:19:43,2847
232,562922,07/28/2023 05:40:20,765
232,500084,01/24/2023 02:06:40,2861
233,400429,02-08-2023 18:31,497
233,36707,01/13/2023 08:21:24,1317
233,978506,09-06-2023 00:07,736
233,255243,08-08-2023 17:01,1849
233,510230,09-02-2023 17:02,2895
233,512094,01/19/2023 04:55:15,1140
234,535732,03/14/2023 04:27:41,2205
234,235156,10/24/2023 04:51:36,556
234,445565,10/31/2023 14:25:18,1899
234,205475,11/18/2023 15:28:52,993
234,495416,08/20/2023 21:54:51,251
235,148772,02/26/2023 06:29:46,834
235,807741,11/26/2023 21:37:52,148
235,114537,07-11-2023 00:40,3389
235,296416,11-04-2023 17:56,3154
235,337091,02/26/2023 19:58:23,628
236,366253,07/22/2023 02:09:39,2482
236,802718,04/21/2023 01:08:17,474
236,24022,02/22/2023 05:31:01,3434
236,255435,12-12-2023 06:01,2946
236,772961,08/25/2023 18:14:46,1858
236,735063,05/16/2023 12:57:38,1592
236,805492,08/13/2023 07:48:33,3379
236,498631,04/26/2023 13:48:11,582
237,286079,03-04-2023 13:28,2356
237,872100,09-11-2023 02:33,446
237,135747,01/16/2023 23:02:29,742
237,932336,06/22/2023 10:59:26,1305
239,924978,09/26/2023 10:49:14,3132
239,338451,10/20/2023 09:49:35,3467
239,552131,09-07-2023 14:17,1276
239,907667,08/31/2023 03:59:49,362
239,482937,01/30/2023 13:59:32,1352
240,822949,06/28/2023 15:28:05,2933
240,433180,05/19/2023 01:19:18,2390
240,290673,12/29/2023 06:23:18,689
240,915559,11/21/2023 05:48:18,3199
240,17745,07-01-2023 14:33,2093
240,846871,01/14/2023 22:52:05,3088
241,385748,09/29/2023 09:40:57,1619
241,391187,12-11-2023 01:08,2715
241,616290,07/14/2023 02:40:05,2374
242,734638,03-01-2023 02:46,1157
242,809535,05-10-2023 16:24,1801
242,466546,11/20/2023 11:33:56,835
242,311365,03/26/2023 07:38:15,3039
242,579373,07/14/2023 15:12:27,2173
242,586102,02/15/2023 18:15:07,17
242,116870,01-03-2023 15:07,1015
242,547895,07-11-2023 00:15,289
244,196936,08-01-2023 15:40,196
244,997696,09/19/2023 23:24:44,2184
244,552650,06/26/2023 11:58:31,2415
245,36868,10-04-2023 19:22,3065
245,895609,09/17/2023 20:26:01,1369
245,986174,10/26/2023 06:57:12,2994
246,960588,06/13/2023 15:56:53,284
246,728939,02/18/2023 05:17:28,2083
246,331017,02/24/2023 20:42:43,3547
246,41435,07/26/2023 08:59:24,1555
246,207081,07/21/2023 18:10:06,2642
246,454235,10/28/2023 17:42:21,1558
246,455844,04/16/2023 10:48:53,125
247,832687,02/21/2023 13:03:06,2766
247,838220,12-08-2023 05:20,2124
247,354251,09-06-2023 07:32,620
247,399421,07/16/2023 06:07:02,3226
247,988265,08/18/2023 23:13:16,2280
248,181400,05/14/2023 13:30:56,2538
248,41063,04-07-2023 03:18,1046
248,820890,12-05-2023 10:33,2707
248,748807,05/16/2023 00:11:47,235
249,373500,06-12-2023 05:14,2190
249,167875,03/16/2023 08:52:41,548
249,632539,12-06-2023 18:51,1387
249,605952,05/18/2023 09:27:55,335
250,971581,11-10-2023 06:32,2354
250,743269,09/21/2023 16:06:16,2020
250,117,01/18/2023 09:44:17,1969
